4    0   9   75     ape.bmp     ApeWhite       40 2 0 0 1 0
2    0   10  20     bab.bmp     Baboon         10 2 0 0 1 0
1    0   9   10     band.bmp    Bandit         20 1 0 0 1 0
1    0   9   10     band.bmp    Bandit         20 1 0 0 1 0
4    0   13  75     bbare.bmp   BlackBear      40 2 0 0 1 0
3    0   9   35     bore.bmp    Boar           15 2 0 0 1 0
3    0   9   35     bore.bmp    Boar           15 2 0 0 1 0
1    0  9   5       gob.bmp     Goblin         5 1 0 0 1 0
1    0  9   5       gob.bmp     Goblin         5 1 0 0 1 0
1    0  9   5       gob.bmp     Goblin         5 1 0 0 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 0 0 1 0
1    0  8   13      shu.bmp     Shrew          21 1 0 0 1 0
3    0  12  50      wido.bmp    BlackWidow     50 1 0 0 1 0
2    2  7   25      dog.bmp     Wolf           15 1 0 0 1 0
2    2  7   25      dog.bmp     Wolf           15 1 0 0 1 0
5    0  25  175     defalt.bmp  OwlBear        70 1 0 0 1 0
5    0  25  175     defalt.bmp  Lion           70 1 0 0 1 0
5    0   30  175    gris.bmp    Griz_Bear      70 2  0 0 1 0
6    0  30  275     defalt.bmp  Tiger          140 1 0 0 1 0
100  100 100 1750   dGreen.bmp  GreenDragon    1000 3 0 0 1 7
