1    0   9   10     band.bmp    Bandit    20 1 9 5 1 0
1   0   2   2    slime.bmp      Slime     2  1 15 5 1 0
1   0   2   2    slime.bmp      Slime     2  1 22 5 1 0
1    0  9   5       gob.bmp     Goblin    5  1 28 5 1 0
1    0  8   13      shu.bmp     Shrew     21 1 11 17 1 0
1   0   2   2    slime.bmp      Slime     2  1 9 24 1 0
1    0  8   13      shu.bmp     Shrew     21 1 17 22 1 0
1   0   2   2      slime.bmp    Slime     2  1 17 11 1 0
1    0  8   13      shu.bmp     Shrew     21 1 22 27 1 0
1    0  8   13      shu.bmp     Shrew     21 1 26 13 1 0
