1   -2  5   6    peed.bmp     GiantCentipede  3   2 0 0 1 0
1   0   9   10   band.bmp     Bandit         20   1 0 0 1 0
1   -2  4   6    bee.bmp      GiantBee       5   1 0 0 1 0
1   -2  4   6    bee.bmp      GiantBee       5   1 0 0 1 0
2   0   7   25   beet.bmp     TigerBeetle    10  1 0 0 1 0
2   0   7   25   beet.bmp     TigerBeetle    10  1 0 0 1 0
3   0   9   35   bore.bmp     Boar           15  2 0 0 1 0
3   0   9   35   bore.bmp     Boar           15  2 0 0 1 0
1   0   10  10   elf.bmp      EvilDwarf      5   1 0 0 1 0
1   0   10  10   elf.bmp      EvilDwarf      5   1 0 0 1 0
2   0   9   20   fly.bmp      RobberFly      9   1 0 0 1 8
2   0   9   20   fly.bmp      RobberFly      9   1 0 0 1 8
1   0   2   2    slime.bmp    Slime          2   1 0 0 1 0
1   0   2   2    slime.bmp    Slime          2   1 0 0 1 0
5   0   12  125  ant.bmp      GiantAnt       50   1 0 0 1 0
5   0   12  125  ant.bmp      GiantAnt       50   1 0 0 1 0
4   0   20  75   defalt.bmp   Panther        40  1 0 0 1 0
4   0   20  75   defalt.bmp   Panther        40  1 0 0 1 0
20  100 2   100  slimeti.bmp  SlimeTI        2  1 0 0 1 0
10  100 100 2300 dblue.bmp    BlueDragon     2000 3 0 0 1 7
