1    0  9   5       gob.bmp     Goblin         5  1 13 9 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 13 12 1 0
1    0  9   5       gob.bmp     Goblin         5  1 13 15 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 13 18 1 0
1    0  9   5       gob.bmp     Goblin         5  1 16 23 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 23 9 1 0
1    0  9   5       gob.bmp     Goblin         5  1 23 12 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 23 15 1 0
1    0  9   5       gob.bmp     Goblin         5  1 23 18 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 21 22 1 0
1    0  9   5       gob.bmp     Goblin         5  1 18 17 1 0
2    1  9   15      hgob.bmp    Hobgoblin      22 1 18 11 1 0
1    0  9   5       gob.bmp     Goblin         5  1 18 7 1 0
