3    1    9    50     geco.bmp    Gecko           35   1 0 0 1 0
1    0    3    13     Cobra.bmp   Cobra           10   1 0 0 1 0
1    0    3    13     Cobra.bmp   Cobra           10   1 0 0 1 0
4    0    5    125    rsnake.bmp  Rattler         50   1 0 0 1 0
4    0    7    125    sgost.bmp   DesertGost      50   1 0 0 1 0
2    0    9    20     fly.bmp     RobberFly       9    1 0 0 1 8
2    0    9    20     fly.bmp     RobberFly       9    1 0 0 1 8
1    -8   1    6      scorp.bmp   Scorpion        1    2 0 0 1 0
1    -8   1    6      scorp.bmp   Scorpion        1    2 0 0 1 0
2    1    6    35     sands.bmp   SandSpider      15   1 0 0 1 0
1    -3   5    5      bird.bmp    PiranhaBird     4    1 0 0 1 7
1    -3   5    5      bird.bmp    PiranhaBird     4    1 0 0 1 7
2    0    9    5      gob.bmp     Goblin          5    1 0 0 1 0
2    0    9    5      gob.bmp     Goblin          5    1 0 0 1 0
2    0    9    5      gob.bmp     Goblin          5    1 0 0 1 0
4    2    11   125    draco.bmp   Draco           50   1 0 0 1 0
5    0    12   125    ant.bmp     GiantAnt        50   1 0 0 1 0
3    2    13   50     defalt.bmp  MountainLion    35   1 0 0 1 0
5    0    25   175    defalt.bmp  Lion            70   1 0 0 1 0
10   100  100  2300   dblue.bmp   BlueDragon      2000 3 0 0 1 8
60   0    300  35750  dlav.bmp    DesertLeviathan 3000 3 0 0 1 0
